보아주	VV
습니다	EF
버리	VX
사만	NR
파시	NNP
러닝	NNG
째	XSN
회원	NNG
퍼센트	NNP
그떄	NA
주	VV
의자	NNG
직원	NNG
수납공간	NNG
그리고	MAJ
오도	NNP
헐렁	XR
데	NNB
구슬	NNP
아니요	IC
저쪽	NP
그런데	MAJ
단계	NNG
이씨	NNP
진한	NNP
빨갛	VA
분홍색	NNG
길	NNG
과일	NNP
초록색	NNG
국민	NNG
벨트	NNP
소매	NNP
궁굼해서요.	NA
아니	IC
마네킹	NNP
딩	MAG
뭔	MM
네	IC
받이	NNG
세트	NNP
소리	NNP
모바일	NNP
디워	NNP
호스트	NNP
13	SN
사은품	NNG
았	EP
천구	NNP
선	NNG
엠사이즈는	NA
동그랗	VA
재고	NNG
없이	MAG
라운드	NNG
스럽	XSA
240	SN
스포트라이트	NNP
지만요	EF
방송	NNP
모레	NNG
출발	NNG
건데	EC
구두	NNG
띄	VV
라서	EC
k	SL
새	VV
사과	NNP
에이알에스를	NA
아뇨	IC
줄	NNB
에요	EF
신건	NNP
"	"	SW
노	EC
나이	NNG
추천	NNG
80	SN
뒷줄	NNG
갯수	NNG
오천	NR
물건	NNG
이번	NNG
레	NNP
ㅇㅇㅇㅇ에서	NA
오말	NNP
ㅇㅇ동	NA
ㄹ려다가	EC
세균	NNP
스쿼트	NNP
구십	NR
잖습니까	EF
저기	NNG
오전	NNG
클러치	NNP
치	NNB
는지요	EC
크기	NNG
상의	NNG
그레이	NNP
신	XPN
환불	NNG
종류	NNG
보	NNB
.	SF
목	NNG
남자	NNG
리본	NNP
체격	NNG
행주	NNP
대형	NNP
청소	NNP
미디움이	NA
모델	NNP
정 때문에	NNP
어	EF
어서	EF
현찰	NNG
빨강색	NNG
누락	NNG
허리	NNP
걸	VV
아가씨	NNG
모르	VV
고리	NNP
멫이에요?	NA
원플러스원	NNP
잠깐	NNP
무방	XR
택	NNG
멀리	MAG
링	NNG
어제	NNG
으네요	EF
용	XSN
목걸이	NNP
여기	VV
인조	NNP
사항	NNG
회사	NNG
그러니까	MAJ
꾸	VV
모두	NNG
글쎄요	IC
확실히	MAG
게요	EC
풍기	NNP
16000	SN
입원	NNG
이물질	NNG
블랙	NNP
핑크	NNP
네	MM
남성	NNG
자국	NNG
대	XSN
다고	EC
청송	NNP
들	VV
ㄹ라고	EC
색상	NNG
가져가	VV
고글	NNP
이주	NNP
블라인드	NNP
사마	NNP
엉덩이	NNG
흰색	NNG
테이	NNP
돌	NNP
ㅇㅇ쇼핑에	NA
고약	XR
기존	NNG
겨자	NNP
오일	NNG
엠인가요?	NA
이내	NNG
다	JX
동	NNP
생활	NNG
부탁	NNG
끊어지	VV
서울시	NNP
들어오	VV
무늬	NNG
다음	NNG
맞	VV
쥐	NNG
ㄴ가	EF
습니다	EC
라고	EC
썸머	NA
여지껏	MAG
고무줄	NNP
온도	NNP
가	XPN
수도	NNP
굽	NNG
듣	VV
어깨	NNG
ㅁ	ETN
쿠폰	NNP
스니커즈	NNP
넘어오	VV
너무	MAG
사	NNG
학교 2	NNP
하	VV
280	SN
어라	EC
길	VA
우리집	NNP
충전	NNP
주	NNG
그전	NNG
ㅇㅇㅇ사이즈	NA
적용	NNG
진하	VA
결정	NNG
팔	VV
이백	NR
김치	NNP
여보세요	IC
이일	NNP
어쨌거나	MAJ
개봉	NNP
싱글	NNP
베이지	NNG
을래	EC
로그인	NNP
그럼	MAJ
옷걸이	NNG
와도	NNP
엠사이즈로	NA
핀	NNP
단위	NNP
ㅇㅇㅇㅇ인지	NA
핑크색	NNG
진행	NNG
사	NR
릴	NNG
필요	NNG
얘	NP
저거	NP
이즈	NNP
밍크	NNP
붉	VA
그냥	MAG
제약	NNP
은색	NNP
V	SL
있	VV
ㅇㅇ호에요.	NA
보관	NNG
ㅇㅇ쇼핑이지요?	NA
종	NNP
적	VA
과	JKB
준우젬	NA
토마토	NNP
조각조각	NNG
지만요	EC
연결	NNG
는데요	EF
ㅇㅇ원피스	NA
티셔츠	NNP
내복	NNG
거지	NNG
내야	NNP
에요	EC
유행	NNP
는	JX
연	NNG
진공	NNP
먹	VV
술술	MAG
크러쉬	NNP
세로	NNP
한장	NNP
한도	NNP
육만	NR
세일	NNG
체어	NNG
예상	NNG
챙기	VV
ㅇㅇ색깔	NA
말랭이	NA
을라고	EC
벌꿀	NNP
맞교환	NNG
파이	VV
기	ETN
끝판	NNG
원	NNB
치수	NNP
ㄹ까요	EF
화이트닝	NA
왜냐면	MAJ
아침	NNG
자	NNB
다른	MM
대가	NNP
보다	JKB
겁	NNG
버클	NNG
청바지	NNP
ㄹ께	EC
옷	NNG
어	EC
어서	EC
조금	NNG
일요일	NNP
은지	EC
대	NNB
만약	MAG
모시	NNP
고장	NNP
일	NNP
금색	NNP
끝나	VV
군데군데	MAG
용	NNP
롱코트	NA
투엑스	NNP
예뻐	NNP
남색	NNP
센치	NNP
따뜻	XR
씩	XSN
마사지	NNG
낮	NNG
라이트	NNP
컬럼비아	NNP
삼만	NR
은가	EC
주	MM
사백	NR
엠엘	NA
큐빅	NNP
270	NNP
이벤트	NNP
심하	VA
마르	NNP
한가지	NNG
26	SN
함보	NNP
전기선	NNG
여덟	NR
사면	NNP
느라고	EC
토막	NNG
부모	NNG
인증	NNP
케이스	NNP
송장	NNP
표	NNG
측정	NNP
방망이	NNG
하늘색	NNP
으니	EC
양복	NNP
아무튼	MAG
얼	NNG
살짝	MAG
비치	NNP
팔백	NR
끊	VV
그래요	IC
조절	NNG
현대	NNP
모양	NNG
보다	MAG
챠콜?	NA
100	SN
취소	NNG
연두색	NNG
요것	NP
소비자	NNG
ㄴ가	EC
수박색	NNG
기간	NNG
스타	NNP
공구	NNG
65	SN
에이	NNG
나서	VV
슬레진저	NA
던가	EF
신학	NNG
쇼핑	NNG
삼십만	NR
왕	NNG
폴로	NNP
피부	NNP
요	NNG
카파	NNP
오메가	NNP
포함	NNG
약하	VA
땡땡	NNP
신용카드	NNP
250	NNP
사운드	NNP
32	SN
새	MM
미리	MAG
섞이	VV
청소기	NNG
ㅇㅇ쇼핑에서하는	NA
카드	NNP
아서요	EF
일품	NNG
잠기	VV
어저께	NNG
효과	NNG
신상품	NNG
넓이	NNP
카페	NNG
고치	VV
하	NNG
개	VV
275	SN
ㅂ니까	EF
상시	NNG
아야	EC
패딩	NNG
이쁘	VA
도금	NNP
팔	NNG
ㅇㅇㅇ갈비	NA
못쓰	VV
브랜드	NNP
골프	NNP
어디	NP
프리	NNP
고민	NNG
85	SN
글	NNG
착용	NNG
는데	EF
빨강	NNP
적	XSN
할인	NNG
초등학교	NNP
,	SP
거부	NNG
가죽	NNG
품	NNG
cm	SW
폭스	NNP
코	NNG
신발	NNP
조율	NNP
는데요	EC
바람	NNG
서류가방	NNP
냄새	NNG
청록색	NNG
자켓보고	NA
랑	JC
비	NNG
농협	NNG
불안	NNG
구	XPN
반상	NNP
지	EC
아	EF
서	EC
입지	NNG
컨버스	NNP
제품	NNP
진동	NNP
붙	VV
키	NNG
키즈	NNG
하자	NNG
스마트폰	NNP
크리스티나	NNP
싸	VV
보구	NNP
ㄹ까요	EC
또	MAJ
드리	VX
잖아요	EF
노	NNG
부터	JX
삼호	NNP
온 스타일	NNP
몇	NR
열세	NNG
아들	NNG
못	MAG
활	NNG
노란색	NNG
무조건	MAG
제외	NNG
235	SN
기모	NNP
신청	NNG
채	NNB
나가	VX
츄리닝	NNG
말	NNG
9	SN
정신	NNG
별	XSN
라면	EC
8	SN
ㅇㅇ세트인데요.	NA
ㅇㅇㅇㅇ입니다.	NA
15	SN
소파	NNP
가디건	NNG
민트	NNP
습	NNG
Free	SL
대동	NNP
턱	NNG
요	MM
어예	EF
50	SN
대부분	NNG
추가	NNG
뱅	NNG
언제나	MAG
더라고요	EF
보내	VV
살	NNB
에 산	NNP
차단	NNG
이	NNP
배낭	NNP
기사	NNG
네	NP
치마	NNG
아파트	NNG
출근	NNG
입금	NNG
런닝	NNG
휴	IC
송이	NNP
뭐	NP
조끼	NNP
최종	NNG
한테	JKB
쓰레기	NNP
OOO	SL
아요	EF
자켓은	NA
배려	NNG
순차	NNG
오래되	VV
일해	NNP
어머니	NNG
삼	NNG
돌이	NNP
자켓	NA
찍찍이	NNP
백원인	NNP
회원	NNP
이유	NNG
270	SN
빠지	VV
던데요	EF
동해	NNP
가볍	VA
려구요	EF
제가	NNP
단색	NNG
쌀	NNG
자세	XR
빡빡	XR
적	NNB
복숭아	NNP
오	EF
보라	NNP
풀	VV
던	ETM
무지	NNG
무상	NNP
A4	NNP
거의	MAG
날짜	NNP
원대	NNG
저기	NP
이월	NNP
반품	NNG
과	JC
플라워	NNP
ㄹ께요	EF
엑스	NNG
ㄴ가요	EF
작동	NNP
이비가	NNP
슬리퍼	NNP
시	EP
자니까	EC
크	VA
꽉	MAG
체크	NNP
빼	VV
팔리	VV
ARS	SL
거하	VV
인도	NNP
본사	NNP
잠시	NNG
이천	NR
개	NNG
볼	NNG
마저	MAG
뮬	NA
었	EP
는데	EC
290	SN
냐면	EC
끄	VV
전화번호	NNP
전화	NNG
들어가	VV
구도	NNP
월	NNB
구백	NR
쪽	NNB
이름	NNG
되	XSV
을까	EF
제작	NNG
그러냐면ㅇㅇㅇㅇ을	NA
받	VV
하얗	VA
어서요	EC
밴	NNG
빛	NNG
할	NNB
아	EC
꼭	MAG
복잡	XR
믿	VV
항목	NNG
와	JKB
이랑	JC
공제	NNG
같이	MAG
하트	NNP
짜리	XSN
싫	VA
오만	NNP
주가	NNP
판매	NNG
성	XSN
티브이	NNG
몸	NNG
소다	NNG
미드	NNP
시장	NNG
추석	NNP
롱자켓	NA
오늘	NNG
오	VX
겨울	NNG
정보	NNG
뉴스	NNP
사부	NNP
캐	VV
더라	EF
커플링	NNP
생기	VV
이동수	NNP
마찬가지	NNG
보통 여자	NNP
쥬	NNG
어야지요	EF
손잡이	NNP
감색	NNP
끼이	VV
허벅지	NNG
비염	NNP
전부	MAG
돕바는	NA
재	VV
통째	NNG
자주색	NNG
출고	NNG
물품	NNG
맛	NNG
알티	NNG
소	XPN
등산	NNP
트렁크	NNP
학년	NNG
해주시	NNP
칙칙	XR
십삼도	NNP
어	NNG
메이드	NNG
등받이	NNG
린	NNP
십오만	NR
퀸	NNG
제화	NNP
반증	NNG
리	EC
다지	VV
왜	MAG
더라고요	EC
어	IC
육	NR
꼼꼼	XR
남성	NNP
칠천	NR
숫자	NNP
색상	NNP
오리	NNP
엄청	MAG
난 주	NNP
연락	NNG
다리	NNG
금	NNG
깔끔	XR
양이	NNP
아무것	NNG
살구색	NNP
아하	NNP
다운	NNP
니깐	EC
%	SW
텐	NNG
에스에스가	NA
시안	NNP
가시	VV
아요	EC
주	NNB
들	XSN
인가	NNP
칫솔	NNP
국내	NNG
헷갈리	VV
바스	NNP
99	SN
알고 싶어요	NNP
스팟세럼	NA
비늘	NNP
엘	NNP
새벽	NNG
진회색	NNG
보정	NNP
어깨	NNP
쓰이	VV
이스	NNP
요새	NNP
16	SN
첫	MM
으니까요	EF
사실	NNG
똥	NNG
넥밴드	NA
여보세요	NNP
주	NNP
려구요	EC
푸른색	NNG
구매	NNG
오월	NNP
일일이	MAG
아이보리	NNP
당장	NNG
스웨터	NNP
시원	XR
ㄹ려구	EC
타	NNG
사고	NNG
드리	VV
베이지	NNP
시아	NNP
화이트	NNP
우치	NNP
12	SN
월드컵	NNP
천	NR
거든요	EF
씨	NNB
이렇	VA
브라운	NNG
온	MM
단가	NNP
ㅇㅇㅇㅇ	NA
ㄴ가요	EC
세척	NNP
후드	NNP
걸이	NNG
엠이면	NA
지급	NNG
조거	NNP
정리	NNG
스팀	NNP
하	XSA
금요일	NNP
몸매	NNP
검사	NNP
바람막이	NNP
반	NNG
골절	NNP
뜯	VV
묻	VV
글라스	NNG
슬	VV
변하	VV
센티	NNP
앞	NNG
다이아	NNP
이삼	NR
어도	EC
황당	XR
다고요	EF
그린	NNG
계산	NNG
구강 세정제	NNP
어떤	MM
마이	NNG
ㅇㅇ쇼핑을	NA
화장품	NNP
살수	NNP
밖	NNG
여기	NP
캐리어	NNP
는지요	EF
분	XSN
계열	NNG
아침	NNP
군요	EF
쇼핑몰	NNP
매트	NNP
설명	NNG
목도리	NNP
기계	NNG
예쁘	VA
합치	VV
정찰	NNG
전해	NNP
볼펜	NNP
아빠	NNP
까	NNP
소품	NNG
언제	NP
곰팡이	NNP
할머니	NNG
백사	NNP
가까이	MAG
10월 30일	NNP
퍼플	NNP
싸	VA
뿐	NNB
믹서기	NNG
몸뻬	NNG
조	NR
푸	VV
뜨	VV
구분	NNG
로	JKB
겉옷	NNG
이십구	NR
은데	EC
불고기	NNP
나나	NNP
현관	NNP
와인	NNP
구	NNP
학생	NNG
연하	VA
mm	SL
어쩌	VV
시	VA
모카	NNP
화면	NNG
길래	EC
남자친구	NNP
상황	NNG
케이	NNP
선물	NNG
약품	NNG
지만	EC
ㄹ라	EC
고서	EC
늦	VA
어느	MM
시일	NNG
회색	NNG
라	NNG
도록	EC
그런지	NNP
다	MAG
나	EF
내려오	VV
나뉘	VV
미팅	NNP
법인	NNP
토막	NNP
가지	VX
그래도	MAJ
정상	NNP
만	NR
프린가	NNP
정제	NNP
를	JKO
진	NNP
비교	NNG
꺼	NNB
고요	EC
오렌지	NNP
카멜	NNP
기구	NNG
율	XSN
삼천	NNP
재킷	NNP
사	VV
염색	NNP
취소	NNP
전	MM
소비자	NNP
라고	EF
딸	NNG
참	IC
뽀송	NA
친정엄마	NNP
박사	NNG
남	VV
여쭙	VV
코끼리	NNP
낫	VA
석류	NNG
곳	NNG
쇼핑	NNP
라인	NNP
2	SN
요	NNP
광진구	NNP
필터	NNP
따르	VV
200	SN
웨어	NNG
무	XPN
함	NNG
체크카드	NNP
던지	EC
으려고	EC
엊그저께	NA
사도	NNP
스모	NNP
책임지	VV
밑	NNG
되	EC
책가방	NNP
루비	NNP
나	JC
회수	NNG
코랄	NNP
오	VV
여유	NNG
오백	NR
ㄴ다구요	EF
맛있	VA
이란	JX
주로	MAG
킹	NNG
차이나	NNP
뭐	IC
나요	EF
영광	NNP
가발	NNP
맨	MM
거든요	EC
팔	NNP
기울어지	VV
그래서	MAJ
드	NNG
사천	NR
쪼그맣	VA
수동	NNP
문	NNG
ㅇㅇ쇼핑에서	NA
나	VX
을	NNG
저런	MM
아예	EF
삭제	NNG
글자	NNG
손	NNG
상한	NNG
아이	NNG
울도	NNP
장	NNG
가죽	NNP
청색	NNG
어야	EC
순	MM
흑	NNG
차이	NNG
ㄴ데	EC
스탠스미스는	NA
약간	MAG
측	NNB
은데요	EF
쉽	VA
십오	NR
그제서야	MAG
와	JC
농협	NNP
확실	XR
사오만	NR
는가요	EF
에어	NNP
에어리	NNP
하의	NNP
감액	NNG
한정판	NNP
백	NNG
재	XPN
요런	MM
주말	NNP
맞추	VV
파란	NNP
슈즈	NNG
미	NNP
채널	NNG
생산	NNG
방문	NNG
지방	NNG
완전	NNG
삼성카드	NNP
메기	NNP
좋아서	NNP
아물	VV
다니까요	EF
입력	NNG
지연	NNG
저것	NP
신랑	NNG
혹시	MAG
삼성	NNP
쯤	NNB
마음	NNG
둘레	NNP
익일	NNG
번호	NNG
여행	NNG
신청	NNP
속옷	NNG
백	NR
붙이	VV
배	NNG
씩	MAG
현관문	NNG
좋아하	VV
껀	NNB
을려면	EC
프라이팬	NNP
화요일	NNG
막	MAG
포	NNP
없	VV
귀걸이	NNP
가가	NNP
베이지색	NNP
내추럴	NNP
해줘햐	NA
처리	NNG
청구	NNG
에이치	NNP
라구요	EF
은가요	EF
페인	NNP
놓아두	VV
육개	NNP
오후	NNG
260	NNP
을	JKO
중간	NNG
ㄴ데요	EF
ㅇㅇㅇㅇ코끼리	NA
다는데	EC
이십만	NR
아프	VA
해지	NNP
9900	SN
오류	NNP
사요	NNP
상담	NNG
휴	NNP
칼	NNG
치마	NNP
겠	EP
아파트	NNP
착각	NNG
나	EC
봄	NNP
